Title;Rank
Kybernetika;16545
Law and Ethics of Human Rights;16546
Macromolecular Symposia;16547
Manufacturing Technology;16548
Middle East Law and Governance;16549
Munibe Antropologia-Arkeologia;16550
Rambam Maimonides Medical Journal;16551
ReOrient;16552
Reviews in Agricultural Science;16553
Revista da Escola de Enfermagem da U S P;16554
Revista gaucha de enfermagem / EENFUFRGS;16555
Social Work/Maatskaplike Werk;16556
State Crime Journal;16557
Statistical Theory and Related Fields;16558
Swiss Journal of Sociology;16559
Tetsu-To-Hagane/Journal of the Iron and Steel Institute of Japan;16560
Verbum Vitae;16561
Zeitschrift fur Sexualforschung;16562
AACN Advanced Critical Care;16563
Acta Analytica;16564
Air Medical Journal;16565
Artery Research;16566
Bijdragen tot de Taal-, Land- en Volkenkunde;16567
Biomath;16568
Buletin Ekonomi Moneter dan Perbankan;16569
Central European Journal of Public Policy;16570
Comunicata Scientiae;16571
Critical Studies in Teaching and Learning;16572
Current Organocatalysis;16573
Electromagnetics;16574
Electronic Journal of Knowledge Management;16575
Gruppe. Interaktion. Organisation. Zeitschrift fur Angewandte Organisationspsychologie;16576
Innovation Journal;16577
International Journal of Aquatic Research and Education;16578
International Journal of Energy Technology and Policy;16579
International Journal of Mechanical Engineering and Robotics Research;16580
International Journal of Technology Intelligence and Planning;16581
Journal of African Media Studies;16582
Journal of Applied Biomedicine;16583
Journal of Communications;16584
Journal of Mechanical Engineering;16585
Journal of Payments Strategy and Systems;16586
Journal of Pharmaceutical Health Services Research;16587
Journal of Survey in Fisheries Sciences;16588
Language Matters;16589
Ler Historia;16590
Livestock Research for Rural Development;16591
Logique et Analyse;16592
Mitteilungen Klosterneuburg;16593
Practical Theology;16594
Progress in Biomedical Optics and Imaging - Proceedings of SPIE;16595
Research in Educational Administration and Leadership;16596
Research in Nondestructive Evaluation;16597
Revista Brasileira de Politica Internacional;16598
Revista de Poetica Medieval;16599
Southeastern Naturalist;16600
Transactions on Transport Sciences;16601
Vestnik St. Petersburg University: Mathematics;16602
World Journal of Entrepreneurship, Management and Sustainable Development;16603
Zhurnal Issledovanii Sotsial'noi Politiki;16604
Acta Mathematicae Applicatae Sinica;16605
Acta Sedimentologica Sinica;16606
Advances in Transportation Studies;16607
Applied Magnetic Resonance;16608
Atlas of the Oral and Maxillofacial Surgery Clinics of North America;16609
Capital Markets Law Journal;16610
Defence Science Journal;16611
Earth Sciences Research Journal;16612
Gifted Education International;16613
Global Economic Review;16614
International Journal on Communications Antenna and Propagation;16615
International maritime health;16616
Journal of Contemporary Archaeology;16617
Journal of Digital Landscape Architecture;16618
Journal of Engineering and Technological Sciences;16619
journal of hand surgery Asian-Pacific volume, The;16620
Kritika;16621
Marine Technology Society Journal;16622
Nigerian postgraduate medical journal, The;16623
Nuytsia;16624
Open Ornithology Journal;16625
Participatory Educational Research;16626
Physics of Particles and Nuclei;16627
Praxis Educativa;16628
Psychoanalytic Study of the Child;16629
Research in Consumer Behavior;16630
Serials Librarian;16631
Shuili Xuebao/Journal of Hydraulic Engineering;16632
Socialni Prace;16633
TEM Journal;16634
Web Intelligence;16635
Acta Gymnica;16636
American Archivist;16637
Antitrust Bulletin;16638
APOS Trends in Orthodontics;16639
Australian Journal of Anthropology, The;16640
Bangladesh Journal of Medical Science;16641
Business Economics;16642
Carbohydrate Chemistry;16643
Chelyabinsk Physical and Mathematical Journal;16644
Combinatorial Chemistry and High Throughput Screening;16645
Communications - Scientific Letters of the University of Zilina;16646
Contemporary Justice Review: Issues in Criminal, Social, and Restorative Justice;16647
Deafness and Education International;16648
Disputatio;16649
Educational Sciences: Theory and Practice;16650
Fish Pathology;16651
Genetics and Molecular Research;16652
Houston Journal of Mathematics;16653
Ingenierie des Systemes d'Information;16654
Inorganic and Nano-Metal Chemistry;16655
International Journal of American Linguistics;16656
International Journal of Feminist Approaches to Bioethics;16657
International Journal of Forestry Research;16658
International Journal of Intelligent Information Technologies;16659
International Journal of Transport Economics;16660
International Journal of Virtual and Personal Learning Environments;16661
Iranian Journal of Mathematical Chemistry;16662
Journal of ASEAN Studies;16663
Journal of Cognitive Psychotherapy;16664
Journal of Integrated Coastal Zone Management;16665
Journal of Ocean University of China;16666
Journal of Psychology in Africa;16667
Journal of Theoretical and Philosophical Psychology;16668
JTCVS Techniques;16669
Onomastica;16670
Physics of Particles and Nuclei Letters;16671
Prisma Social;16672
Psikhologicheskii Zhurnal;16673
Records of the Australian Museum;16674
Review of Politics;16675
Rural policy brief;16676
Serangga;16677
SynOpen;16678
Algebra and Discrete Mathematics;16679
Archaeologia Polona;16680
BAR - Brazilian Administration Review;16681
Bothalia;16682
Bulletin of Computational Applied Mathematics;16683
Chinese Space Science and Technology;16684
Ciencia e Tecnica Vitivinicola;16685
Egitim ve Bilim;16686
Etude de la Population Africaine;16687
Fiber and Integrated Optics;16688
Heteroatom Chemistry;16689
History of European Ideas;16690
Hunan Daxue Xuebao/Journal of Hunan University Natural Sciences;16691
Intelligent Decision Technologies;16692
International Journal of Computer Networks and Communications;16693
International Journal of Semantic Computing;16694
Izvestiya of Saratov University. New Series. Series: Mathematics. Mechanics. Informatics;16695
Journal of Constructivist Psychology;16696
Journal of Engineering Science and Technology;16697
Journal of Landscape Architecture;16698
Journal of Religious Ethics;16699
Journal of Urban and Regional Analysis;16700
Kexue Tongbao/Chinese Science Bulletin;16701
Kongqi Donglixue Xuebao/Acta Aerodynamica Sinica;16702
Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi, The;16703
Malaysian Orthopaedic Journal;16704
Mathematical Population Studies;16705
Middle East Journal of Digestive Diseases;16706
Nihon Reoroji Gakkaishi;16707
Nutrire;16708
Pensamiento Educativo;16709
Polimery;16710
Revista Ambiente e Agua;16711
Revista Espanola de Geriatria y Gerontologia;16712
Soviet and Post Soviet Review;16713
Strategic Planning for Energy and the Environment;16714
Studies in Ethnicity and Nationalism;16715
Surface Engineering and Applied Electrochemistry;16716
Technology and Health Care;16717
Thailand Statistician;16718
Therapeutic Communities;16719
Transactions of the Royal Institution of Naval Architects Part B: International Journal of Small Craft Technology;16720
Advances in Heterocyclic Chemistry;16721
African Identities;16722
African Studies Quarterly;16723
Anthropological Journal of European Cultures;16724
Asia-Pacific Financial Markets;16725
Bois et Forets des Tropiques;16726
Cakrawala Pendidikan;16727
Canadian Journal of Hospital Pharmacy;16728
College and Research Libraries News;16729
Complex Adaptive Systems Modeling;16730
Crop, Forage and Turfgrass Management;16731
Current Directions in Biomedical Engineering;16732
Current Medical Imaging;16733
European Education;16734
European Journal of Plastic Surgery;16735
Finance and Development;16736
Genetics of Aquatic Organisms;16737
Guti Huojian Jishu/Journal of Solid Rocket Technology;16738
Imaging Science Journal;16739
International Applied Mechanics;16740
International Journal of Action Research;16741
International Journal of Information Technology Project Management;16742
International Journal of Law, Policy and the Family;16743
International Journal of Therapeutic Massage and Bodywork: Research, Education, and Practice;16744
International Journal of Trade and Global Markets;16745
Journal of Adult and Continuing Education;16746
Journal of Applied Biotechnology Reports;16747
Journal of Design Research;16748
Journal of Developmental Entrepreneurship;16749
Journal of Exotic Pet Medicine;16750
Journal of Water Management Modeling;16751
Lecture Notes in Geoinformation and Cartography;16752
Mathematical Reports;16753
Oriental Insects;16754
Pediatric emergency medicine practice;16755
Performance Improvement Quarterly;16756
Primate Biology;16757
Problems and Perspectives in Management;16758
Problemy Ekorozwoju;16759
Progress in Computational Fluid Dynamics;16760
Publications de l'Institut Mathematique;16761
Rastitel'nost' Rossii;16762
Research of Environmental Sciences;16763
Revista Brasileira de Direito Processual Penal;16764
Sign Language and Linguistics (Online);16765
Sociological Focus;16766
Transactions of the Canadian Society for Mechanical Engineering;16767
Archives de Sciences Sociales des Religions;16768
Asian Journal of Business and Accounting;16769
Binggong Xuebao/Acta Armamentarii;16770
Biomedical Engineering - Applications, Basis and Communications;16771
Biomolecular NMR Assignments;16772
BRICS Law Journal;16773
Chinese Semiotic Studies;16774
Copenhagen Journal of Asian Studies;16775
Dog Behavior;16776
Estudios de Economia;16777
Gesundheitswesen, Supplement;16778
Information Display;16779
Iranian Journal of Ageing;16780
Iranian Journal of Medical Physics;16781
Journal of Access Services;16782
Journal of Law, Finance, and Accounting;16783
Journal of Nuclear Fuel Cycle and Waste Technology;16784
Journal of Threatened Taxa;16785
Magis;16786
Monash bioethics review;16787
Nomadic Peoples;16788
Pigment and Resin Technology;16789
Protistology;16790
Russian Journal of Marine Biology;16791
Semina:Ciencias Agrarias;16792
Sprawozdania Archeologiczne;16793
Visions for Sustainability;16794
Ying Yong Li Xue Xue Bao/Chinese Journal of Applied Mechanics;16795
Zeitschrift fur Psychosomatische Medizin und Psychotherapie;16796
Acta Logistica;16797
Advances in Industrial and Manufacturing Engineering;16798
Bangladesh Journal of Pharmacology;16799
Classical World;16800
Current Otorhinolaryngology Reports;16801
