Title;Country;Region
Innovations in Systems and Software Engineering;United Kingdom;Western Europe
International Journal of Energy Economics and Policy;Turkey;Middle East
International Journal of Structural Integrity;United Kingdom;Western Europe
Journal of Criminal Justice Education;United Kingdom;Western Europe
Journal of Thyroid Research;United States;Northern America
Kasetsart Journal of Social Sciences;Thailand;Asiatic Region
Management (France);France;Western Europe
Records of Natural Products;Turkey;Middle East
Research and Practice in Intellectual and Developmental Disabilities;United Kingdom;Western Europe
Review of Contemporary Philosophy;United States;Northern America
Revista Espanola de Investigaciones Sociologicas;Spain;Western Europe
Revista INVI;Chile;Latin America
Rocky Mountain Journal of Mathematics;United States;Northern America
Science, Technology and Society;India;Asiatic Region
Seminars in Ultrasound, CT and MRI;United Kingdom;Western Europe
World Journal of Clinical Cases;China;Asiatic Region
Annals of Noninvasive Electrocardiology;United Kingdom;Western Europe
Business History;United Kingdom;Western Europe
California Agriculture;United States;Northern America
Clinical, Cosmetic and Investigational Dentistry;New Zealand;Pacific Region
Clothing and Textiles Research Journal;United States;Northern America
Critical Care Nursing Clinics of North America;United Kingdom;Western Europe
Current Organic Chemistry;United Arab Emirates;Middle East
E-Informatica Software Engineering Journal;Poland;Eastern Europe
European Journal of Adapted Physical Activity;Czech Republic;Eastern Europe
European Journal of Translational Myology;Italy;Western Europe
Girlhood Studies;United States;Northern America
Horizontes Antropologicos;Brazil;Latin America
Journal of Biotechnology: X;Netherlands;Western Europe
Journal of Comparative Pathology;United Kingdom;Western Europe
Journal of Facilities Management;United Kingdom;Western Europe
Journal of the American Mosquito Control Association;United States;Northern America
Journal of the Brazilian Computer Society;Switzerland;Western Europe
Logic Journal of the IGPL;United Kingdom;Western Europe
Microscopy and Microanalysis;United Kingdom;Western Europe
Periodica Polytechnica: Chemical Engineering;Hungary;Eastern Europe
Quantitative InfraRed Thermography Journal;United Kingdom;Western Europe
Sociobiology;United States;Northern America
Systemic Practice and Action Research;United States;Northern America
Technology and Culture;United States;Northern America
Topics in Language Disorders;United States;Northern America
Writing Systems Research;United Kingdom;Western Europe
Acta Limnologica Brasiliensia;Brazil;Latin America
Advances in Mechanical Engineering;United States;Northern America
Anais da Academia Brasileira de Ciencias;Brazil;Latin America
Bulletin of the Menninger Clinic;United States;Northern America
California Archaeology;United Kingdom;Western Europe
Cerebellum and Ataxias;United Kingdom;Western Europe
Computer Animation and Virtual Worlds;United Kingdom;Western Europe
Evolutionary Ecology Research;United States;Northern America
International Journal of Applied Glass Science;United Kingdom;Western Europe
International Journal of Human Movement and Sports Sciences;United States;Northern America
Investigacion y Educacion en Enfermeria;Colombia;Latin America
Journal of Advanced Dielectrics;Singapore;Asiatic Region
Journal of Asian Public Policy;United Kingdom;Western Europe
Journal of Child and Adolescent Mental Health;United Kingdom;Western Europe
Journal of Couple and Relationship Therapy;United States;Northern America
Journal of Eastern Mediterranean Archaeology and Heritage Studies;United States;Northern America
Journal of Flow Visualization and Image Processing;United States;Northern America
Journal of Neonatal-Perinatal Medicine;Netherlands;Western Europe
Journal of Poverty;United States;Northern America
Journal of Structural and Construction Engineering;Japan;Asiatic Region
Journal of University Teaching and Learning Practice;Australia;Pacific Region
Journal of Vertebrate Biology;Czech Republic;Eastern Europe
Lobachevskii Journal of Mathematics;United States;Northern America
Methodological Innovations;United States;Northern America
Molecular Astrophysics;Netherlands;Western Europe
Neurologia i Neurochirurgia Polska;Poland;Eastern Europe
Open Construction and Building Technology Journal;United Arab Emirates;Middle East
Phycological Research;United States;Northern America
Portugaliae Electrochimica Acta;Portugal;Western Europe
Povolzhskaya Arkheologiya;Russian Federation;Eastern Europe
Research in Psychotherapy: Psychopathology, Process and Outcome;Italy;Western Europe
Shock and Vibration;Egypt;Africa/Middle East
UCLA Law Review;United States;Northern America
Washington Quarterly;United Kingdom;Western Europe
American Journal of Sexuality Education;United States;Northern America
Biotechnology and Biotechnological Equipment;United Kingdom;Western Europe
Current Problems in Diagnostic Radiology;United States;Northern America
International Journal of Image and Data Fusion;United Kingdom;Western Europe
Journal of Dairy Research;United Kingdom;Western Europe
Journal of Essential Oil Research;United Kingdom;Western Europe
Journal of Nanotechnology;Egypt;Africa/Middle East
Journal of Psychophysiology;United States;Northern America
Journal of Water Sanitation and Hygiene for Development;United Kingdom;Western Europe
Metallography, Microstructure, and Analysis;United States;Northern America
New Perspectives on Turkey;United Kingdom;Western Europe
North American Journal of Aquaculture;United States;Northern America
Proceedings of the Institution of Mechanical Engineers, Part E: Journal of Process Mechanical Engineering;United States;Northern America
Proceedings of the Yorkshire Geological Society;United Kingdom;Western Europe
Rehabilitation Counseling Bulletin;United States;Northern America
Reports of Practical Oncology and Radiotherapy;Poland;Eastern Europe
Revue Europeenne de Psychologie Appliquee;France;Western Europe
Revue Suisse de Zoologie;Switzerland;Western Europe
Thermal Science;Serbia;Eastern Europe
Ageing International;United States;Northern America
Bird Study;United Kingdom;Western Europe
Bulletin of the Brazilian Mathematical Society;United States;Northern America
Chemical and Pharmaceutical Bulletin;Japan;Asiatic Region
Clinical and Investigative Medicine;Canada;Northern America
Crohn's and Colitis 360;United Kingdom;Western Europe
Dendrobiology;Poland;Eastern Europe
European Annals of Allergy and Clinical Immunology;Italy;Western Europe
Geburtshilfe und Frauenheilkunde;Germany;Western Europe
History and Philosophy of Logic;United Kingdom;Western Europe
HTS Teologiese Studies / Theological Studies;South Africa;Africa
IEEE Magnetics Letters;United States;Northern America
International Journal of Electrical and Computer Engineering;Indonesia;Asiatic Region
International Journal of Medicinal Mushrooms;United States;Northern America
International Journal of Wavelets, Multiresolution and Information Processing;Singapore;Asiatic Region
Kolner Zeitschrift fur Soziologie und Sozialpsychologie;Germany;Western Europe
Measurement Science Review;Slovakia;Eastern Europe
Opiniao Publica;Brazil;Latin America
Quanta;Bulgaria;Eastern Europe
Revista de Psicologia Social;United Kingdom;Western Europe
Science Editing;South Korea;Asiatic Region
Singapore Medical Journal;Singapore;Asiatic Region
Technical Communication;United States;Northern America
Water Economics and Policy;Singapore;Asiatic Region
Acoustical Physics;United States;Northern America
AIP Advances;United States;Northern America
Current Opinion in Endocrine and Metabolic Research;United Kingdom;Western Europe
Differential Equations and Dynamical Systems;India;Asiatic Region
Enterprise and Society;United Kingdom;Western Europe
Expert Review of Ophthalmology;United Kingdom;Western Europe
HIV/AIDS - Research and Palliative Care;New Zealand;Pacific Region
Human Organization;United States;Northern America
Information Sciences Letters;United States;Northern America
International Journal of Geometric Methods in Modern Physics;Singapore;Asiatic Region
International Journal of Human Capital and Information Technology Professionals;United States;Northern America
International Journal of Pest Management;United Kingdom;Western Europe
International Journal of Turbomachinery, Propulsion and Power;Switzerland;Western Europe
Irrigation and Drainage;United Kingdom;Western Europe
Journal for Specialists in Pediatric Nursing;United States;Northern America
Journal of Asia TEFL;South Korea;Asiatic Region
Journal of Control, Automation and Electrical Systems;United States;Northern America
Journal of Forest Research;United Kingdom;Western Europe
Journal of GeoEngineering;Taiwan;Asiatic Region
Journal of Index Investing;United Kingdom;Western Europe
Journal of Museum Education;United Kingdom;Western Europe
Journal of Quality in Maintenance Engineering;United Kingdom;Western Europe
Journal of Women and Minorities in Science and Engineering;United States;Northern America
Nationalities Papers;United Kingdom;Western Europe
NETNOMICS: Economic Research and Electronic Networking;Netherlands;Western Europe
OCL - Oilseeds and fats, Crops and Lipids;France;Western Europe
