Title;Category;rank
Journal of Environmental Pathology, Toxicology and Oncology;Medicine, miscellaneous;Q3
Journal of Environmental Pathology, Toxicology and Oncology;Toxicology;Q3
Journal of Sustainable Development of Energy, Water and Environment Systems;Energy Engineering and Power Technology;Q2
Journal of Sustainable Development of Energy, Water and Environment Systems;Environmental Science, miscellaneous;Q2
Journal of Sustainable Development of Energy, Water and Environment Systems;Water Science and Technology;Q2
Journal of Sustainable Development of Energy, Water and Environment Systems;Renewable Energy, Sustainability and the Environment;Q3
Journal of Teaching in Social Work;Education;Q2
Journal of Teaching in Social Work;Sociology and Political Science;Q2
Journal of Teaching in Social Work;Social Work;Q3
Neurology Research International;Neurology;Q3
Neurology Research International;Neurology, clinical;Q3
Psychosis;Psychiatry and Mental Health;Q3
Quantum Information Processing;Electrical and Electronic Engineering;Q2
Quantum Information Processing;Electronic, Optical and Magnetic Materials;Q2
Quantum Information Processing;Modeling and Simulation;Q3
Quantum Information Processing;Signal Processing;Q3
Quantum Information Processing;Statistical and Nonlinear Physics;Q3
Quantum Information Processing;Theoretical Computer Science;Q3
Seminars in Musculoskeletal Radiology;Orthopedics and Sports Medicine;Q3
Seminars in Musculoskeletal Radiology;Radiology, Nuclear Medicine and Imaging;Q3
Social Anthropology;Anthropology;Q1
Social Anthropology;Arts and Humanities, miscellaneous;Q2
Social Anthropology;Sociology and Political Science;Q2
Social Anthropology;Developmental and Educational Psychology;Q3
Theoretical Medicine and Bioethics;Issues, Ethics and Legal Aspects;Q2
Theoretical Medicine and Bioethics;Medicine, miscellaneous;Q3
Turkish Journal of Mathematics;Mathematics, miscellaneous;Q2
Waves in Random and Complex Media;Engineering, miscellaneous;Q2
Waves in Random and Complex Media;Physics and Astronomy, miscellaneous;Q2
Acta Geophysica;Geophysics;Q2
Algebra Universalis;Algebra and Number Theory;Q3
Algebra Universalis;Logic;Q3
Animal Science Journal;Agricultural and Biological Sciences, miscellaneous;Q2
Animal Science Journal;Medicine, miscellaneous;Q3
Arthroscopy Techniques;Orthopedics and Sports Medicine;Q3
Chemical Physics;Physical and Theoretical Chemistry;Q2
Chemical Physics;Physics and Astronomy, miscellaneous;Q2
Clinical Supervisor, The;Clinical Psychology;Q2
Clinical Supervisor, The;Education;Q2
Clinical Supervisor, The;Psychiatry and Mental Health;Q3
Cognitive Processing;Artificial Intelligence;Q3
Cognitive Processing;Cognitive Neuroscience;Q3
Cognitive Processing;Experimental and Cognitive Psychology;Q3
Cognitive Processing;Medicine, miscellaneous;Q3
Disaster Prevention and Management;Business, Management and Accounting, miscellaneous;Q2
Disaster Prevention and Management;Health, social science;Q2
Disaster Prevention and Management;Management, Monitoring, Policy and Law;Q2
Disaster Prevention and Management;Public Health, Environmental and Occupational Health;Q3
Ecopsychology;Applied Psychology;Q3
Ecopsychology;Social Psychology;Q3
European Actuarial Journal;Economics and Econometrics;Q2
European Actuarial Journal;Statistics and Probability;Q3
European Actuarial Journal;Statistics, Probability and Uncertainty;Q3
Gayana - Botanica;Horticulture;Q1
Gayana - Botanica;Ecology;Q2
Gayana - Botanica;Plant Science;Q2
Geodesy and Geodynamics;Computers in Earth Sciences;Q2
Geodesy and Geodynamics;Earth-Surface Processes;Q2
Geodesy and Geodynamics;Geophysics;Q3
Gland Surgery;Surgery;Q2
Herpetological Conservation and Biology;Animal Science and Zoology;Q2
Herpetological Conservation and Biology;Ecology, Evolution, Behavior and Systematics;Q2
International Journal of Educational Management;Education;Q2
International Journal of Educational Management;Organizational Behavior and Human Resource Management;Q3
Italian Journal of Geosciences;Earth and Planetary Sciences, miscellaneous;Q2
Italian Journal of Geosciences;Geology;Q2
Journal of Asian Ceramic Societies;Ceramics and Composites;Q2
Journal of Environmental Science and Health - Part A Toxic/Hazardous Substances and Environmental Engineering;Environmental Engineering;Q2
Journal of Environmental Science and Health - Part A Toxic/Hazardous Substances and Environmental Engineering;Medicine, miscellaneous;Q3
Journal of Legal Pluralism and Unofficial Law;Law;Q1
Journal of visceral surgery;Surgery;Q2
Revista Brasileira de Parasitologia Veterinaria;Veterinary, miscellaneous;Q2
Revista Brasileira de Parasitologia Veterinaria;Parasitology;Q3
Teacher Educator;Education;Q2
Thyroid Research;Endocrinology, Diabetes and Metabolism;Q3
Thyroid Research;Endocrine and Autonomic Systems;Q4
Thyroid Research;Endocrinology;Q4
Transfer;Industrial Relations;Q2
Transfer;Organizational Behavior and Human Resource Management;Q3
Transnational Corporations Review;Business and International Management;Q2
Transnational Corporations Review;Development;Q2
Transnational Corporations Review;Economics and Econometrics;Q2
Transnational Corporations Review;Finance;Q2
Transnational Corporations Review;Strategy and Management;Q2
Yantu Gongcheng Xuebao/Chinese Journal of Geotechnical Engineering;Geotechnical Engineering and Engineering Geology;Q2
Yi chuan = Hereditas / Zhongguo yi chuan xue hui bian ji;Medicine, miscellaneous;Q3
Adaptive Human Behavior and Physiology;Behavioral Neuroscience;Q3
Adaptive Human Behavior and Physiology;Experimental and Cognitive Psychology;Q3
Adaptive Human Behavior and Physiology;Physiology;Q3
American Journal of Lifestyle Medicine;Health Policy;Q3
American Journal of Lifestyle Medicine;Medicine, miscellaneous;Q3
American Journal of Lifestyle Medicine;Public Health, Environmental and Occupational Health;Q3
Applied Spatial Analysis and Policy;Geography, Planning and Development;Q2
Archives of Physiology and Biochemistry;Medicine, miscellaneous;Q3
Archives of Physiology and Biochemistry;Physiology;Q3
Archives of Physiology and Biochemistry;Physiology, medical;Q3
Breast Journal;Surgery;Q2
Breast Journal;Internal Medicine;Q3
Breast Journal;Oncology;Q3
Current Bioinformatics;Biochemistry;Q3
Current Bioinformatics;Computational Mathematics;Q3
Current Bioinformatics;Genetics;Q3
Current Bioinformatics;Molecular Biology;Q4
Electrical Engineering;Electrical and Electronic Engineering;Q2
Electrical Engineering;Applied Mathematics;Q3
Evidence-based Complementary and Alternative Medicine;Complementary and Alternative Medicine;Q2
Geographical Review;Earth-Surface Processes;Q2
Geographical Review;Geography, Planning and Development;Q2
History of the Family;History;Q1
History of the Family;Social Sciences, miscellaneous;Q2
History of the Family;Sociology and Political Science;Q2
International Gambling Studies;Applied Psychology;Q3
International Journal of Mathematics in Operational Research;Decision Sciences, miscellaneous;Q3
International Journal of Mathematics in Operational Research;Modeling and Simulation;Q3
IZA Journal of Development and Migration;Anthropology;Q1
IZA Journal of Development and Migration;Demography;Q2
IZA Journal of Development and Migration;Development;Q2
IZA Journal of Development and Migration;Economics, Econometrics and Finance, miscellaneous;Q2
IZA Journal of Development and Migration;Geography, Planning and Development;Q2
IZA Journal of Development and Migration;Sociology and Political Science;Q2
IZA Journal of Development and Migration;Organizational Behavior and Human Resource Management;Q3
Journal of Friction and Wear;Mechanics of Materials;Q2
Journal of Friction and Wear;Surfaces, Coatings and Films;Q2
Journal of International Migration and Integration;Anthropology;Q1
Journal of International Migration and Integration;Cultural Studies;Q1
Journal of International Migration and Integration;Demography;Q2
Journal of Musculoskeletal Neuronal Interactions;Endocrinology, Diabetes and Metabolism;Q3
Journal of Musculoskeletal Neuronal Interactions;Orthopedics and Sports Medicine;Q3
Journal of Musculoskeletal Neuronal Interactions;Physiology;Q3
Lithuanian Mathematical Journal;Mathematics, miscellaneous;Q2
Proceedings of the Geologists Association;Geology;Q2
Proceedings of the Geologists Association;Paleontology;Q2
Sexuality and Culture;Cultural Studies;Q1
Sexuality and Culture;Gender Studies;Q2
Sustainable Water Resources Management;Water Science and Technology;Q2
Sustainable Water Resources Management;Renewable Energy, Sustainability and the Environment;Q3
Transport;Automotive Engineering;Q2
Transport;Mechanical Engineering;Q2
Veterinary and Animal Science;Animal Science and Zoology;Q2
Veterinary and Animal Science;Veterinary, miscellaneous;Q2
Zhongguo Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of China University of Petroleum (Edition of Natural Science);Chemical Engineering, miscellaneous;Q2
Zhongguo Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of China University of Petroleum (Edition of Natural Science);Control and Systems Engineering;Q2
Zhongguo Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of China University of Petroleum (Edition of Natural Science);Geotechnical Engineering and Engineering Geology;Q2
Zhongguo Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of China University of Petroleum (Edition of Natural Science);Mechanical Engineering;Q2
Zhongguo Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of China University of Petroleum (Edition of Natural Science);Energy Engineering and Power Technology;Q3
Zhongguo Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of China University of Petroleum (Edition of Natural Science);Fuel Technology;Q3
Asia-Pacific Journal of Business Administration;Business, Management and Accounting, miscellaneous;Q2
Asia-Pacific Journal of Business Administration;Public Administration;Q2
Biologicals;Applied Microbiology and Biotechnology;Q3
Biologicals;Bioengineering;Q3
Biologicals;Biotechnology;Q3
Biologicals;Immunology and Microbiology, miscellaneous ;Q3
Biologicals;Medicine, miscellaneous;Q3
Biologicals;Pharmacology;Q3
Chemical Biology and Drug Design;Organic Chemistry;Q2
Chemical Biology and Drug Design;Biochemistry;Q3
Chemical Biology and Drug Design;Drug Discovery;Q3
Chemical Biology and Drug Design;Molecular Medicine;Q3
Chemical Biology and Drug Design;Pharmacology;Q3
Community Psychology in Global Perspective.;Health, social science;Q2
Community Psychology in Global Perspective.;Social Psychology;Q3
Current Drug Delivery;Pharmaceutical Science;Q2
De Economist;Economics and Econometrics;Q2
Design Automation for Embedded Systems;Hardware and Architecture;Q3
Design Automation for Embedded Systems;Software;Q3
Diseases of Aquatic Organisms;Ecology, Evolution, Behavior and Systematics;Q2
Diseases of Aquatic Organisms;Aquatic Science;Q3
Ecologia Austral;Ecology;Q2
Ecologia Austral;Ecology, Evolution, Behavior and Systematics;Q2
Entertainment Computing;Computer Science Applications;Q3
Entertainment Computing;Human-Computer Interaction;Q3
Entertainment Computing;Software;Q3
Journal of Difference Equations and Applications;Algebra and Number Theory;Q3
Journal of Difference Equations and Applications;Analysis;Q3
Journal of Difference Equations and Applications;Applied Mathematics;Q3
Journal of Echocardiography;Radiology, Nuclear Medicine and Imaging;Q3
Journal of Empirical Research on Human Research Ethics;Law;Q1
Journal of Empirical Research on Human Research Ethics;Communication;Q2
Journal of Empirical Research on Human Research Ethics;Education;Q2
Journal of Empirical Research on Human Research Ethics;Medicine, miscellaneous;Q3
Journal of Empirical Research on Human Research Ethics;Social Psychology;Q3
Journal of Ethnic Foods;Anthropology;Q1
Journal of Ethnic Foods;Food Science;Q2
Journal of Intercultural Studies;Cultural Studies;Q1
Journal of Intercultural Studies;History;Q1
Journal of Intercultural Studies;Sociology and Political Science;Q2
Journal of Toxicological Sciences;Medicine, miscellaneous;Q3
Journal of Toxicological Sciences;Toxicology;Q3
Nanomaterials and Nanotechnology;Ceramics and Composites;Q2
Nanomaterials and Nanotechnology;Electrical and Electronic Engineering;Q2
Nanomaterials and Nanotechnology;Electronic, Optical and Magnetic Materials;Q2
Nanomaterials and Nanotechnology;Biotechnology;Q3
Periodica Mathematica Hungarica;Mathematics, miscellaneous;Q2
Physiotherapy Theory and Practice;Physical Therapy, Sports Therapy and Rehabilitation;Q2
Planning Practice and Research;Geography, Planning and Development;Q2
Retinal Cases and Brief Reports;Ophthalmology;Q2
Retinal Cases and Brief Reports;Medicine, miscellaneous;Q3
Russian Journal of Numerical Analysis and Mathematical Modelling;Modeling and Simulation;Q3
Russian Journal of Numerical Analysis and Mathematical Modelling;Numerical Analysis;Q3
Scientifica;Agricultural and Biological Sciences, miscellaneous;Q2
Scientifica;Environmental Science, miscellaneous;Q2
SPE Drilling and Completion;Mechanical Engineering;Q2
SPE Drilling and Completion;Energy Engineering and Power Technology;Q3
Team Performance Management;Management Information Systems;Q2
Team Performance Management;Management of Technology and Innovation;Q2
Team Performance Management;Organizational Behavior and Human Resource Management;Q3
Weather;Atmospheric Science;Q3
Canadian Journal of Pain;Anesthesiology and Pain Medicine;Q2
Clinical Nursing Research;Nursing, miscellaneous;Q2
Combustion, Explosion and Shock Waves;Chemical Engineering, miscellaneous;Q2
Combustion, Explosion and Shock Waves;Chemistry, miscellaneous;Q2
